pdbid,pose,rmsd,head,pll
3fur,3fur_233,4.360,-2.888494,nan
3fur,3fur_234,1.110,-0.063334,nan
3fur,3fur_237,2.220,-1.416555,nan
3fur,3fur_243,0.460,-0.107245,nan
3fur,3fur_254,0.930,-0.109175,nan
3fur,3fur_308,9.980,-8.321741,nan
3fur,3fur_317,8.100,-6.139473,nan
3fur,3fur_318,8.070,-7.112056,nan
3fur,3fur_323,0.530,-0.089451,nan
3fur,3fur_328,8.760,-8.198437,nan
3fur,3fur_33,7.890,-6.938873,nan
3fur,3fur_331,1.320,-0.220263,nan
3fur,3fur_342,0.610,-0.057039,nan
3fur,3fur_364,9.160,-7.073963,nan
3fur,3fur_369,9.120,-8.407569,nan
3fur,3fur_374,0.760,-0.449200,nan
3fur,3fur_395,9.140,-7.940986,nan
3fur,3fur_399,9.020,-8.532924,nan
3fur,3fur_406,3.390,-2.869686,nan
3fur,3fur_413,4.890,-1.522165,nan
3fur,3fur_415,4.040,-2.657525,nan
3fur,3fur_417,3.140,-1.143518,nan
3fur,3fur_427,5.690,-2.659086,nan
3fur,3fur_43,9.130,-7.085228,nan
3fur,3fur_433,4.270,-2.228439,nan
3fur,3fur_437,2.580,-1.666404,nan
3fur,3fur_440,1.540,-1.392111,nan
3fur,3fur_442,2.810,-1.548918,nan
3fur,3fur_444,5.300,-2.718720,nan
3fur,3fur_446,3.370,-1.900966,nan
3fur,3fur_449,5.490,-2.325593,nan
3fur,3fur_454,2.660,-2.099706,nan
3fur,3fur_461,4.300,-3.113811,nan
3fur,3fur_469,3.290,-1.889124,nan
3fur,3fur_483,3.150,-1.844864,nan
3fur,3fur_484,4.970,-1.966205,nan
3fur,3fur_494,2.900,-2.243061,nan
3fur,3fur_513,5.370,-1.780615,nan
3fur,3fur_514,1.990,-1.707592,nan
3fur,3fur_532,6.550,-3.516156,nan
3fur,3fur_535,5.590,-4.159659,nan
3fur,3fur_537,2.670,-1.837577,nan
3fur,3fur_538,3.340,-2.217722,nan
3fur,3fur_539,6.880,-6.410944,nan
3fur,3fur_541,6.070,-2.331917,nan
3fur,3fur_554,7.290,-6.189777,nan
3fur,3fur_557,2.120,-1.698767,nan
3fur,3fur_560,4.680,-3.315201,nan
3fur,3fur_561,6.540,-6.514709,nan
3fur,3fur_568,4.560,-3.164809,nan
3fur,3fur_571,3.940,-2.347701,nan
3fur,3fur_588,2.980,-1.953285,nan
3fur,3fur_59,6.360,-3.774687,nan
3fur,3fur_6,1.000,-0.038249,nan
3fur,3fur_60,9.540,-7.897078,nan
3fur,3fur_600,6.790,-6.722764,nan
3fur,3fur_612,7.240,-6.491612,nan
3fur,3fur_623,7.080,-3.979455,nan
3fur,3fur_630,6.350,-6.548629,nan
3fur,3fur_632,4.930,-4.723873,nan
3fur,3fur_657,8.490,-8.522450,nan
3fur,3fur_659,7.660,-6.752172,nan
3fur,3fur_666,8.870,-8.431189,nan
3fur,3fur_672,5.740,-5.446765,nan
3fur,3fur_673,8.370,-7.303248,nan
3fur,3fur_675,3.270,-2.549120,nan
3fur,3fur_681,8.150,-6.290106,nan
3fur,3fur_683,5.150,-2.218683,nan
3fur,3fur_684,6.300,-5.553786,nan
3fur,3fur_692,7.080,-6.535003,nan
3fur,3fur_696,2.940,-2.719156,nan
3fur,3fur_697,7.410,-7.200951,nan
3fur,3fur_7,7.570,-4.231369,nan
3fur,3fur_729,5.060,-3.611565,nan
3fur,3fur_778,3.670,-1.390249,nan
3fur,3fur_783,1.720,-0.976567,nan
3fur,3fur_787,7.190,-6.064071,nan
3fur,3fur_794,4.320,-1.421660,nan
3fur,3fur_796,3.930,-1.229440,nan
3fur,3fur_797,5.560,-5.708381,nan
3fur,3fur_88,8.010,-7.930097,nan
3fur,3fur_94,9.400,-8.260680,nan
3fur,3fur_960,0.930,-0.102907,nan
3fv1,3fv1_115,0.220,-0.388231,nan
3fv1,3fv1_191,0.160,-0.272537,nan
3fv1,3fv1_262,0.400,-0.670996,nan
3fv1,3fv1_333,0.310,-0.532317,nan
3fv1,3fv1_407,1.520,-2.154372,nan
3fv1,3fv1_415,1.450,-2.098785,nan
3fv1,3fv1_435,3.470,-1.984923,nan
3fv1,3fv1_436,1.510,-1.984024,nan
3fv1,3fv1_442,4.130,-2.559764,nan
3fv1,3fv1_451,3.230,-2.519262,nan
3fv1,3fv1_452,1.820,-1.917852,nan
3fv1,3fv1_456,2.100,-2.213659,nan
3fv1,3fv1_461,3.850,-1.790137,nan
3fv1,3fv1_463,3.430,-2.076710,nan
3fv1,3fv1_467,2.370,-2.115136,nan
3fv1,3fv1_470,0.890,-1.191777,nan
3fv1,3fv1_488,4.230,-3.391390,nan
3fv1,3fv1_491,2.030,-1.590559,nan
3fv1,3fv1_492,2.800,-2.464157,nan
3fv1,3fv1_494,3.700,-3.650955,nan
3fv1,3fv1_503,1.000,-1.226895,nan
3fv1,3fv1_530,2.670,-1.763040,nan
3fv1,3fv1_553,2.000,-1.805739,nan
3fv1,3fv1_557,4.030,-2.958578,nan
3fv1,3fv1_572,2.720,-2.137558,nan
3fv1,3fv1_573,2.120,-1.920295,nan
3fv1,3fv1_575,3.770,-2.025494,nan
3fv1,3fv1_598,3.230,-2.737034,nan
3fv1,3fv1_613,2.850,-2.438894,nan
3fv1,3fv1_623,1.870,-2.270079,nan
3fv1,3fv1_628,2.120,-2.153901,nan
3fv1,3fv1_638,1.960,-1.611980,nan
3fv1,3fv1_645,1.410,-1.667602,nan
3fv1,3fv1_652,4.130,-3.264995,nan
3fv1,3fv1_672,3.630,-3.384564,nan
3fv1,3fv1_676,3.640,-3.389659,nan
3fv1,3fv1_677,1.600,-1.919799,nan
3fv1,3fv1_690,1.480,-1.529863,nan
3fv1,3fv1_695,3.300,-2.312937,nan
3fv1,3fv1_700,2.440,-2.469754,nan
3fv1,3fv1_730,0.340,-0.361252,nan
3fv1,3fv1_742,0.530,-0.489132,nan
3fv1,3fv1_832,0.630,-0.385399,nan
3fv1,3fv1_87,0.450,-0.706187,nan
3fv2,3fv2_172,0.120,-0.491797,nan
3fv2,3fv2_177,0.590,-0.398251,nan
3fv2,3fv2_200,0.680,-0.929939,nan
3fv2,3fv2_298,0.330,-0.524685,nan
3fv2,3fv2_302,0.360,-0.561704,nan
3fv2,3fv2_408,0.920,-1.164049,nan
3fv2,3fv2_409,3.650,-1.662452,nan
3fv2,3fv2_412,4.130,-2.014686,nan
3fv2,3fv2_42,0.660,-0.315075,nan
3fv2,3fv2_424,3.950,-1.833755,nan
3fv2,3fv2_429,4.180,-2.564489,nan
3fv2,3fv2_430,3.820,-2.391672,nan
3fv2,3fv2_459,3.810,-1.952897,nan
3fv2,3fv2_466,2.430,-2.702960,nan
3fv2,3fv2_484,2.350,-1.973835,nan
3fv2,3fv2_485,2.500,-2.145684,nan
3fv2,3fv2_488,4.250,-2.689492,nan
3fv2,3fv2_489,4.400,-2.856396,nan
3fv2,3fv2_500,4.040,-2.417414,nan
3fv2,3fv2_503,0.930,-1.051110,nan
3fv2,3fv2_509,0.980,-1.106448,nan
3fv2,3fv2_510,2.750,-2.315362,nan
3fv2,3fv2_514,0.870,-1.450200,nan
3fv2,3fv2_517,1.010,-1.138745,nan
3fv2,3fv2_520,1.950,-2.145245,nan
3fv2,3fv2_547,1.170,-1.559163,nan
3fv2,3fv2_548,2.160,-2.220463,nan
3fv2,3fv2_556,2.660,-2.421921,nan
3fv2,3fv2_559,2.170,-2.131071,nan
3fv2,3fv2_563,1.780,-1.974455,nan
3fv2,3fv2_566,1.840,-1.771691,nan
3fv2,3fv2_576,4.040,-1.752401,nan
3fv2,3fv2_582,1.570,-1.738515,nan
3fv2,3fv2_588,4.310,-3.102066,nan
3fv2,3fv2_590,3.050,-3.401195,nan
3fv2,3fv2_592,2.380,-2.238379,nan
3fv2,3fv2_613,1.300,-1.638222,nan
3fv2,3fv2_623,3.140,-2.993328,nan
3fv2,3fv2_626,1.490,-1.738763,nan
3fv2,3fv2_642,4.030,-2.887434,nan
3fv2,3fv2_652,1.540,-0.986905,nan
3fv2,3fv2_657,3.480,-2.317194,nan
3fv2,3fv2_658,4.200,-2.185997,nan
3fv2,3fv2_675,3.190,-3.126449,nan
3fv2,3fv2_676,4.140,-1.876538,nan
3fv2,3fv2_681,2.040,-1.948270,nan
3fv2,3fv2_684,3.800,-2.936126,nan
3fv2,3fv2_688,3.370,-2.306115,nan
3fv2,3fv2_699,2.140,-1.653409,nan
3fv2,3fv2_832,1.370,-1.697369,nan
3g0w,3g0w_185,0.540,-0.917381,nan
3g0w,3g0w_195,0.590,-0.722288,nan
3g0w,3g0w_196,0.330,-0.632791,nan
3g0w,3g0w_241,0.260,-0.754261,nan
3g0w,3g0w_27,0.450,-0.821060,nan
3g0w,3g0w_281,0.210,-0.913720,nan
3g0w,3g0w_401,0.940,-0.948976,nan
3g0w,3g0w_409,0.820,-0.945936,nan
3g0w,3g0w_410,1.820,-1.628140,nan
3g0w,3g0w_413,0.930,-1.034915,nan
3g0w,3g0w_417,6.410,-2.600570,nan
3g0w,3g0w_441,1.690,-1.561267,nan
3g0w,3g0w_458,6.720,-1.602734,nan
3g0w,3g0w_475,2.440,-1.638759,nan
3g0w,3g0w_488,2.120,-2.159468,nan
3g0w,3g0w_493,2.390,-1.973055,nan
3g0w,3g0w_494,2.690,-2.384734,nan
3g0w,3g0w_499,2.290,-1.970040,nan
3g0w,3g0w_516,3.070,-1.900470,nan
3g0w,3g0w_523,6.130,-2.456050,nan
3g0w,3g0w_545,3.360,-1.640491,nan
3g0w,3g0w_552,1.130,-1.187749,nan
3g0w,3g0w_562,1.070,-1.049980,nan
3g0w,3g0w_573,1.090,-1.849088,nan
3g0w,3g0w_574,2.790,-1.723607,nan
3g0w,3g0w_609,1.740,-1.631375,nan
3g0w,3g0w_613,2.360,-1.988534,nan
3g0w,3g0w_639,6.570,-2.063456,nan
3g0w,3g0w_658,1.210,-1.679438,nan
3g0w,3g0w_690,1.960,-0.954764,nan
3g0w,3g0w_696,2.010,-1.845900,nan
3g0w,3g0w_697,3.030,-2.561217,nan
3g0w,3g0w_703,6.600,-1.385901,nan
3g0w,3g0w_753,7.060,-1.825475,nan
3g0w,3g0w_754,4.390,-3.301764,nan
3g0w,3g0w_755,3.410,-2.116663,nan
3g0w,3g0w_756,6.090,-5.294153,nan
3g0w,3g0w_757,3.280,-2.413381,nan
3g0w,3g0w_758,4.550,-4.328077,nan
3g0w,3g0w_759,4.500,-4.183298,nan
3g0w,3g0w_761,3.780,-3.576297,nan
3g0w,3g0w_764,4.520,-4.540797,nan
3g0w,3g0w_765,4.660,-4.827572,nan
3g0w,3g0w_766,4.080,-3.062831,nan
3g0w,3g0w_767,4.100,-3.062831,nan
3g0w,3g0w_768,4.100,-3.113966,nan
3g0w,3g0w_769,5.500,-4.720821,nan
3g0w,3g0w_771,5.920,-4.910367,nan
3g0w,3g0w_772,4.150,-3.533842,nan
3g0w,3g0w_773,3.620,-2.258728,nan
3g0w,3g0w_774,6.980,-2.139357,nan
3g0w,3g0w_775,5.190,-5.215603,nan
3g0w,3g0w_778,8.140,-8.105283,nan
3g0w,3g0w_779,4.350,-3.706883,nan
3g0w,3g0w_780,3.710,-3.614651,nan
3g0w,3g0w_782,3.720,-2.807412,nan
3g0w,3g0w_783,3.830,-3.632464,nan
3g0w,3g0w_786,7.440,-3.352525,nan
3g0w,3g0w_787,6.590,-3.824164,nan
3g0w,3g0w_788,5.350,-5.168419,nan
3g0w,3g0w_789,6.480,-4.393845,nan
3g0w,3g0w_790,6.340,-4.162962,nan
3g0w,3g0w_791,0.430,-0.854604,nan
3g0w,3g0w_800,2.310,-0.548037,nan
3g0w,3g0w_832,2.100,-0.937978,nan
3g0w,3g0w_874,1.830,-0.943959,nan
3g0w,3g0w_889,1.650,-1.016718,nan
3g2n,3g2n_117,0.780,-0.105972,nan
3g2n,3g2n_197,0.650,-0.466287,nan
3g2n,3g2n_244,3.210,-1.483730,nan
3g2n,3g2n_35,0.790,-0.183970,nan
3g2n,3g2n_355,0.900,-0.141433,nan
3g2n,3g2n_40,2.010,-1.009559,nan
3g2n,3g2n_401,1.960,-0.921428,nan
3g2n,3g2n_405,1.260,-0.415886,nan
3g2n,3g2n_423,0.680,-0.471093,nan
3g2n,3g2n_427,1.930,-1.445995,nan
3g2n,3g2n_442,6.800,-1.535394,nan
3g2n,3g2n_450,6.600,-1.664567,nan
3g2n,3g2n_455,6.670,-1.106210,nan
3g2n,3g2n_461,6.630,-0.405268,nan
3g2n,3g2n_462,6.550,-1.673002,nan
3g2n,3g2n_475,2.210,-1.084209,nan
3g2n,3g2n_479,6.690,-2.219578,nan
3g2n,3g2n_481,2.340,-1.153092,nan
3g2n,3g2n_489,6.690,-1.594234,nan
3g2n,3g2n_49,0.480,-0.199098,nan
3g2n,3g2n_491,1.600,-0.701028,nan
3g2n,3g2n_495,2.070,-1.335296,nan
3g2n,3g2n_499,6.620,-0.629028,nan
3g2n,3g2n_506,1.930,-1.975074,nan
3g2n,3g2n_515,2.750,-0.756478,nan
3g2n,3g2n_524,3.600,-2.046353,nan
3g2n,3g2n_546,2.930,-2.194589,nan
3g2n,3g2n_547,3.100,-1.433759,nan
3g2n,3g2n_55,0.780,-0.098299,nan
3g2n,3g2n_556,1.970,-0.718800,nan
3g2n,3g2n_563,3.040,-1.653714,nan
3g2n,3g2n_574,2.320,-0.649915,nan
3g2n,3g2n_576,3.090,-2.847282,nan
3g2n,3g2n_582,4.340,-3.188485,nan
3g2n,3g2n_588,3.020,-3.038683,nan
3g2n,3g2n_599,7.110,-3.315011,nan
3g2n,3g2n_630,4.350,-3.650954,nan
3g2n,3g2n_640,3.950,-3.322294,nan
3g2n,3g2n_642,9.150,-7.305764,nan
3g2n,3g2n_645,7.120,-3.192398,nan
3g2n,3g2n_647,4.170,-2.965292,nan
3g2n,3g2n_656,2.410,-1.004859,nan
3g2n,3g2n_658,3.050,-2.875782,nan
3g2n,3g2n_666,6.540,-3.846415,nan
3g2n,3g2n_674,4.750,-3.477705,nan
3g2n,3g2n_675,8.160,-5.700278,nan
3g2n,3g2n_676,7.380,-3.573862,nan
3g2n,3g2n_677,2.850,-2.046248,nan
3g2n,3g2n_678,1.800,-1.017250,nan
3g2n,3g2n_681,3.680,-2.121938,nan
3g2n,3g2n_682,3.230,-2.837739,nan
3g2n,3g2n_695,6.730,-6.236473,nan
3g2n,3g2n_77,1.880,-0.581997,nan
3g2n,3g2n_772,7.300,-5.838784,nan
3g2n,3g2n_773,7.280,-5.672064,nan
3g2n,3g2n_774,7.270,-5.672064,nan
3g2n,3g2n_775,7.280,-5.395126,nan
3g2n,3g2n_81,1.750,-0.997741,nan
3g2n,3g2n_870,1.760,-0.800842,nan
3g2n,3g2n_922,0.960,-0.220144,nan
3g2n,3g2n_93,2.300,-0.781365,nan
3g2n,3g2n_967,0.520,-0.217897,nan
3g2n,3g2n_97,0.380,-0.312239,nan
3g2z,3g2z_1001,1.710,-0.345006,nan
3g2z,3g2z_1002,1.880,-0.522929,nan
3g2z,3g2z_1003,1.700,-0.332825,nan
3g2z,3g2z_1004,1.180,-0.412084,nan
3g2z,3g2z_1005,1.010,-0.505003,nan
3g2z,3g2z_1006,1.550,-0.406520,nan
3g2z,3g2z_1007,1.650,-0.312105,nan
3g2z,3g2z_1008,1.260,-0.564332,nan
3g2z,3g2z_1009,1.960,-0.337312,nan
3g2z,3g2z_1010,1.980,-0.253182,nan
3g2z,3g2z_1011,0.970,-0.735194,nan
3g2z,3g2z_1012,0.930,-0.666817,nan
3g2z,3g2z_132,2.470,-0.490358,nan
3g2z,3g2z_152,3.670,-2.128997,nan
3g2z,3g2z_166,2.930,-0.466499,nan
3g2z,3g2z_189,5.160,-3.423707,nan
3g2z,3g2z_194,4.010,-3.153130,nan
3g2z,3g2z_332,5.730,-3.725437,nan
3g2z,3g2z_42,5.010,-3.907272,nan
3g2z,3g2z_443,3.780,-0.886812,nan
3g2z,3g2z_490,4.490,-0.624576,nan
3g2z,3g2z_506,3.870,-1.771253,nan
3g2z,3g2z_517,4.100,-3.782277,nan
3g2z,3g2z_525,2.990,-0.652791,nan
3g2z,3g2z_526,3.820,-3.710714,nan
3g2z,3g2z_528,4.220,-1.429443,nan
3g2z,3g2z_534,4.530,-3.802444,nan
3g2z,3g2z_535,4.280,-1.128286,nan
3g2z,3g2z_559,2.610,-2.444765,nan
3g2z,3g2z_568,3.790,-2.460887,nan
3g2z,3g2z_569,3.920,-0.717985,nan
3g2z,3g2z_578,3.920,-3.861250,nan
3g2z,3g2z_587,2.660,-2.567829,nan
3g2z,3g2z_588,4.950,-1.818432,nan
3g2z,3g2z_603,2.780,-0.293565,nan
3g2z,3g2z_610,5.270,-0.919595,nan
3g2z,3g2z_616,5.200,-3.732314,nan
3g2z,3g2z_626,4.310,-1.397079,nan
3g2z,3g2z_631,3.160,-1.325408,nan
3g2z,3g2z_632,3.920,-1.623047,nan
3g2z,3g2z_656,4.350,-1.153438,nan
3g2z,3g2z_663,2.450,-2.328262,nan
3g2z,3g2z_668,3.370,-3.377648,nan
3g2z,3g2z_683,4.110,-1.921150,nan
3g2z,3g2z_687,2.660,-0.825642,nan
3g2z,3g2z_706,5.450,-3.276962,nan
3g2z,3g2z_745,7.150,-6.132842,nan
3g2z,3g2z_748,5.820,-4.960611,nan
3g2z,3g2z_755,5.180,-5.360400,nan
3g2z,3g2z_763,2.650,-2.439036,nan
3g2z,3g2z_776,5.760,-3.863218,nan
3g2z,3g2z_779,5.620,-4.108578,nan
3g2z,3g2z_790,2.450,-2.867423,nan
3g2z,3g2z_792,6.010,-4.581994,nan
3g2z,3g2z_818,6.610,-6.208417,nan
3g2z,3g2z_909,6.770,-7.554283,nan
3g2z,3g2z_915,7.030,-7.336720,nan
3g2z,3g2z_933,6.620,-6.142947,nan
3g2z,3g2z_940,7.810,-7.342838,nan
3g2z,3g2z_975,6.930,-6.124039,nan
3g31,3g31_107,1.430,-1.355765,nan
3g31,3g31_109,0.920,-1.990825,nan
3g31,3g31_136,2.890,-1.306460,nan
3g31,3g31_210,3.400,-0.745936,nan
3g31,3g31_218,4.070,-0.949471,nan
3g31,3g31_246,3.600,-1.334370,nan
3g31,3g31_288,4.120,-1.556321,nan
3g31,3g31_339,2.480,-0.725244,nan
3g31,3g31_36,1.780,-1.332547,nan
3g31,3g31_362,0.980,-1.345123,nan
3g31,3g31_392,1.840,-0.679900,nan
3g31,3g31_402,2.260,-1.610484,nan
3g31,3g31_405,2.070,-1.941752,nan
3g31,3g31_413,6.180,-2.652905,nan
3g31,3g31_416,6.050,-3.751889,nan
3g31,3g31_437,6.380,-3.754479,nan
3g31,3g31_442,3.060,-3.500343,nan
3g31,3g31_447,3.190,-2.448370,nan
3g31,3g31_448,2.210,-1.717798,nan
3g31,3g31_457,5.850,-3.121549,nan
3g31,3g31_461,6.910,-3.863010,nan
3g31,3g31_469,6.380,-3.622571,nan
3g31,3g31_472,4.650,-1.384371,nan
3g31,3g31_473,7.020,-3.508763,nan
3g31,3g31_474,4.490,-2.333804,nan
3g31,3g31_475,5.690,-2.602398,nan
3g31,3g31_478,5.570,-2.360774,nan
3g31,3g31_488,5.460,-2.059150,nan
3g31,3g31_496,4.560,-2.556744,nan
3g31,3g31_498,5.810,-3.976042,nan
3g31,3g31_499,2.330,-2.723945,nan
3g31,3g31_512,1.700,-2.571130,nan
3g31,3g31_526,6.330,-7.062634,nan
3g31,3g31_531,1.870,-2.419321,nan
3g31,3g31_532,8.020,-5.974388,nan
3g31,3g31_534,1.910,-2.391863,nan
3g31,3g31_535,4.110,-5.296648,nan
3g31,3g31_537,4.700,-3.467768,nan
3g31,3g31_556,1.940,-2.049751,nan
3g31,3g31_571,6.420,-7.449219,nan
3g31,3g31_580,6.410,-6.483097,nan
3g31,3g31_581,3.920,-1.191090,nan
3g31,3g31_582,3.750,-2.539397,nan
3g31,3g31_584,6.380,-7.003342,nan
3g31,3g31_585,8.040,-7.541294,nan
3g31,3g31_588,8.500,-5.469943,nan
3g31,3g31_596,1.960,-2.138859,nan
3g31,3g31_644,4.890,-6.008838,nan
3g31,3g31_648,2.920,-2.449225,nan
3g31,3g31_652,5.760,-6.424427,nan
3g31,3g31_653,3.870,-2.431903,nan
3g31,3g31_659,5.390,-1.541288,nan
3g31,3g31_663,5.210,-6.227845,nan
3g31,3g31_670,3.460,-4.069622,nan
3g31,3g31_673,3.000,-3.231894,nan
3g31,3g31_687,7.520,-8.375978,nan
3g31,3g31_692,2.810,-3.568795,nan
3g31,3g31_693,3.570,-1.966976,nan
3g31,3g31_697,4.830,-1.919698,nan
3g31,3g31_699,5.870,-6.840120,nan
3g31,3g31_700,6.950,-7.180906,nan
3g31,3g31_740,3.340,-1.434496,nan
3g31,3g31_781,2.030,-1.416936,nan
3g31,3g31_785,5.330,-6.408241,nan
3g31,3g31_786,2.000,-1.585592,nan
3g31,3g31_791,1.400,-1.059230,nan
3g31,3g31_802,4.610,-1.616498,nan
3gbb,3gbb_213,0.410,-0.399299,nan
3gbb,3gbb_278,0.550,-0.394111,nan
3gbb,3gbb_304,0.700,-0.274974,nan
3gbb,3gbb_317,0.430,-0.294736,nan
3gbb,3gbb_405,0.780,-1.058771,nan
3gbb,3gbb_407,0.840,-0.281255,nan
3gbb,3gbb_418,3.970,-1.196527,nan
3gbb,3gbb_421,4.130,-1.641015,nan
3gbb,3gbb_427,0.860,-0.604860,nan
3gbb,3gbb_445,1.170,-0.990054,nan
3gbb,3gbb_449,0.990,-1.130682,nan
3gbb,3gbb_458,2.120,-1.611617,nan
3gbb,3gbb_460,1.650,-1.643863,nan
3gbb,3gbb_468,1.530,-1.416354,nan
3gbb,3gbb_473,0.930,-1.352071,nan
3gbb,3gbb_482,2.360,-1.473884,nan
3gbb,3gbb_483,1.710,-1.390273,nan
3gbb,3gbb_489,4.020,-1.364997,nan
3gbb,3gbb_498,3.050,-2.026369,nan
3gbb,3gbb_503,1.270,-1.363959,nan
3gbb,3gbb_509,2.770,-1.767022,nan
3gbb,3gbb_510,2.290,-1.873933,nan
3gbb,3gbb_512,3.120,-2.280394,nan
3gbb,3gbb_523,1.140,-1.105053,nan
3gbb,3gbb_559,2.960,-1.536883,nan
3gbb,3gbb_564,1.980,-1.595751,nan
3gbb,3gbb_596,1.500,-1.474882,nan
3gbb,3gbb_616,4.300,-2.568178,nan
3gbb,3gbb_619,2.570,-2.522696,nan
3gbb,3gbb_621,3.910,-2.515609,nan
3gbb,3gbb_625,3.940,-2.182519,nan
3gbb,3gbb_627,2.400,-1.993160,nan
3gbb,3gbb_646,3.730,-1.868842,nan
3gbb,3gbb_648,3.980,-2.195482,nan
3gbb,3gbb_650,2.450,-1.492652,nan
3gbb,3gbb_655,2.180,-2.407704,nan
3gbb,3gbb_666,3.960,-2.349029,nan
3gbb,3gbb_673,4.020,-2.097172,nan
3gbb,3gbb_678,5.520,-3.960215,nan
3gbb,3gbb_683,1.870,-2.474817,nan
3gbb,3gbb_693,4.020,-2.024870,nan
3gbb,3gbb_697,3.100,-1.600509,nan
3gbb,3gbb_715,1.410,-1.497510,nan
3gbb,3gbb_717,2.710,-1.721409,nan
3gbb,3gbb_728,4.010,-1.781163,nan
3gbb,3gbb_781,3.080,-2.087562,nan
3gbb,3gbb_783,4.110,-2.737865,nan
3gbb,3gbb_796,4.040,-3.926392,nan
3gbb,3gbb_814,0.820,-0.653185,nan
3gbb,3gbb_845,4.250,-2.169014,nan
3gbb,3gbb_893,4.370,-2.656238,nan
3gc5,3gc5_402,0.720,-1.367837,nan
3gc5,3gc5_403,0.760,-0.467922,nan
3gc5,3gc5_406,0.970,-1.219698,nan
3gc5,3gc5_408,2.060,-1.159946,nan
3gc5,3gc5_426,0.970,-1.713970,nan
3gc5,3gc5_427,3.350,-1.630678,nan
3gc5,3gc5_428,5.140,-2.391965,nan
3gc5,3gc5_436,1.410,-1.154591,nan
3gc5,3gc5_446,3.630,-1.882302,nan
3gc5,3gc5_451,3.280,-0.732385,nan
3gc5,3gc5_457,2.230,-2.180705,nan
3gc5,3gc5_460,3.440,-1.532174,nan
3gc5,3gc5_461,4.200,-1.698803,nan
3gc5,3gc5_463,2.420,-1.322261,nan
3gc5,3gc5_464,0.920,-1.336999,nan
3gc5,3gc5_467,2.010,-2.036906,nan
3gc5,3gc5_471,3.670,-1.346766,nan
3gc5,3gc5_475,3.020,-1.913730,nan
3gc5,3gc5_492,3.330,-1.511382,nan
3gc5,3gc5_495,5.070,-2.164110,nan
3gc5,3gc5_500,5.230,-3.242198,nan
3gc5,3gc5_507,4.500,-4.204284,nan
3gc5,3gc5_516,4.260,-1.784263,nan
3gc5,3gc5_518,6.180,-5.631273,nan
3gc5,3gc5_524,0.910,-1.192952,nan
3gc5,3gc5_532,5.520,-4.811744,nan
3gc5,3gc5_536,4.640,-4.145580,nan
3gc5,3gc5_551,5.700,-4.667610,nan
3gc5,3gc5_556,3.770,-2.555500,nan
3gc5,3gc5_559,1.830,-1.257473,nan
3gc5,3gc5_563,6.850,-7.084857,nan
3gc5,3gc5_565,5.730,-5.098680,nan
3gc5,3gc5_566,4.830,-3.237607,nan
3gc5,3gc5_567,1.390,-1.812469,nan
3gc5,3gc5_574,4.520,-1.626092,nan
3gc5,3gc5_577,1.190,-1.817123,nan
3gc5,3gc5_580,3.640,-1.790495,nan
3gc5,3gc5_582,6.600,-6.693139,nan
3gc5,3gc5_585,6.530,-6.214004,nan
3gc5,3gc5_589,5.670,-4.428585,nan
3gc5,3gc5_603,0.770,-1.165608,nan
3gc5,3gc5_604,1.460,-1.955068,nan
3gc5,3gc5_605,1.050,-1.466003,nan
3gc5,3gc5_606,0.800,-0.857388,nan
3gc5,3gc5_607,1.970,-1.884612,nan
3gc5,3gc5_617,1.990,-1.501474,nan
3gc5,3gc5_627,4.490,-1.839684,nan
3gc5,3gc5_631,1.920,-0.608064,nan
3gc5,3gc5_632,2.760,-1.932347,nan
3gc5,3gc5_636,2.990,-2.382473,nan
3gc5,3gc5_638,4.290,-1.467126,nan
3gc5,3gc5_646,4.710,-2.852270,nan
3gc5,3gc5_647,0.880,-1.291710,nan
3gc5,3gc5_657,4.870,-3.318081,nan
3gc5,3gc5_662,2.640,-1.402188,nan
3gc5,3gc5_663,2.590,-1.795749,nan
3gc5,3gc5_679,5.170,-4.099558,nan
3gc5,3gc5_682,5.270,-3.973903,nan
3gc5,3gc5_691,1.610,-1.037058,nan
3gc5,3gc5_696,5.640,-3.957970,nan
3gc5,3gc5_715,0.930,-0.878485,nan
3gc5,3gc5_733,6.800,-5.007679,nan
3gc5,3gc5_739,7.140,-6.664433,nan
3gc5,3gc5_749,7.540,-8.139272,nan
3gc5,3gc5_752,7.490,-8.132256,nan
3gc5,3gc5_755,3.000,-1.354846,nan
3gc5,3gc5_757,6.530,-5.479173,nan
3gc5,3gc5_758,6.580,-5.538624,nan
3gc5,3gc5_759,7.520,-7.312825,nan
3gc5,3gc5_764,7.460,-7.508729,nan
3gc5,3gc5_770,8.010,-7.249665,nan
3gc5,3gc5_772,8.100,-6.894487,nan
3gc5,3gc5_773,7.310,-8.049411,nan
3gc5,3gc5_775,7.000,-7.399603,nan
3gc5,3gc5_776,7.030,-7.552470,nan
3gc5,3gc5_777,7.830,-8.278291,nan
3gc5,3gc5_778,7.750,-8.199191,nan
3gc5,3gc5_779,7.700,-7.969200,nan
3gc5,3gc5_780,8.020,-8.211990,nan
3gc5,3gc5_783,6.910,-6.827928,nan
3gc5,3gc5_784,6.780,-7.173841,nan
3gc5,3gc5_822,2.100,-1.753553,nan
3gc5,3gc5_878,9.210,-8.548868,nan
3gc5,3gc5_879,9.230,-8.555948,nan
3gc5,3gc5_973,3.070,-2.771159,nan
