pdbid,pose,rmsd,head
3gr2,3gr2_761,3.700,3.1880
3gr2,3gr2_762,8.090,2.5140
3gr2,3gr2_686,6.560,-0.6600
3gr2,3gr2_701,1.320,3.7140
3gr2,3gr2_717,4.000,-1.3090
3gr2,3gr2_722,5.860,1.6510
3gr2,3gr2_732,3.930,2.9130
3gr2,3gr2_735,4.070,-1.9060
3gr2,3gr2_737,4.150,3.5310
3gr2,3gr2_738,3.970,3.2560
3gr2,3gr2_820,2.590,3.1550
3gr2,3gr2_835,1.920,4.1260
3gr2,3gr2_841,6.290,1.6900
3gr2,3gr2_853,4.000,2.8410
3gr2,3gr2_858,4.680,2.7350
3gr2,3gr2_867,3.790,2.6800
3gr2,3gr2_872,2.260,4.2690
3gr2,3gr2_879,5.030,2.6090
3ge7,3ge7_24,0.780,9.4800
3ge7,3ge7_262,0.890,7.6450
3ge7,3ge7_324,3.030,5.9290
3ge7,3ge7_404,5.810,-3.9610
3ge7,3ge7_411,5.360,-21.8400
3ge7,3ge7_415,1.890,5.2120
3ge7,3ge7_424,5.970,-8.7020
3ge7,3ge7_426,2.840,-8.6250
3gv9,3gv9_293,9.070,-1.1550
3gv9,3gv9_298,9.630,2.8520
3gv9,3gv9_30,0.640,3.2880
3gv9,3gv9_300,8.680,-3.3260
3gv9,3gv9_304,3.840,4.0150
3gv9,3gv9_305,8.300,3.5830
3gv9,3gv9_306,7.290,4.0400
3gv9,3gv9_307,8.560,3.9110
3gv9,3gv9_312,7.480,3.6690
3gv9,3gv9_315,8.710,3.8680
3gv9,3gv9_318,8.470,4.4070
3gv9,3gv9_324,2.340,4.2650
3gv9,3gv9_328,7.560,3.9150
3gv9,3gv9_335,7.970,3.4910
3gv9,3gv9_340,7.490,3.6970
3gv9,3gv9_350,3.310,3.4490
3gv9,3gv9_355,7.660,3.3870
3gv9,3gv9_370,0.840,4.2240
3gv9,3gv9_379,8.980,3.3920
3gv9,3gv9_385,8.470,4.1390
3gv9,3gv9_397,7.690,3.4710
3gv9,3gv9_398,8.320,3.9120
3gv9,3gv9_399,7.500,3.5720
3gv9,3gv9_407,2.490,3.2160
3ge7,3ge7_431,1.390,-10.8010
3ge7,3ge7_443,1.690,-7.2130
3ge7,3ge7_448,6.620,-1.7580
3ge7,3ge7_451,5.530,-12.0260
3ge7,3ge7_456,2.240,3.6550
3ge7,3ge7_460,3.990,-14.2940
3ge7,3ge7_465,2.340,-5.5610
3ge7,3ge7_469,3.570,-36.0960
3gr2,3gr2_973,1.500,3.8800
3gr2,3gr2_978,8.560,3.0470
3gv9,3gv9_102,4.010,4.0760
3gv9,3gv9_124,1.210,4.2730
3gv9,3gv9_227,9.320,3.4510
3gv9,3gv9_24,6.580,3.3680
3gv9,3gv9_242,9.020,-2.7490
3gv9,3gv9_247,8.640,-5.5600
3gv9,3gv9_432,3.200,3.3320
3gv9,3gv9_453,6.040,4.1080
3gv9,3gv9_462,0.920,2.4260
3gv9,3gv9_467,6.390,1.9380
3gv9,3gv9_47,0.750,3.9400
3gv9,3gv9_479,6.310,1.7300
3gv9,3gv9_480,3.930,0.8780
3gv9,3gv9_489,2.970,2.9030
3ge7,3ge7_533,3.980,-8.1430
3ge7,3ge7_536,4.030,3.2120
3ge7,3ge7_547,4.410,-5.8850
3ge7,3ge7_552,4.380,0.6760
3ge7,3ge7_556,6.480,-0.9840
3ge7,3ge7_561,4.010,-2.6100
3ge7,3ge7_562,6.520,-5.2180
3ge7,3ge7_567,2.820,0.7130
3ge7,3ge7_571,7.370,0.9540
3ge7,3ge7_572,3.600,3.4460
3ge7,3ge7_573,6.740,2.2980
3ge7,3ge7_574,4.190,-12.8850
3ge7,3ge7_579,1.790,-5.9990
3ge7,3ge7_582,6.030,-2.4730
3ge7,3ge7_583,5.480,-1.2430
3ge7,3ge7_587,3.050,-9.6450
3gv9,3gv9_256,9.140,-0.6680
3gv9,3gv9_258,2.990,0.8010
3gv9,3gv9_259,9.340,2.4170
3gv9,3gv9_263,9.630,3.5050
3gv9,3gv9_266,9.190,-2.0170
3gv9,3gv9_277,8.220,-1.2340
3gv9,3gv9_281,9.380,0.3830
3gv9,3gv9_285,9.750,-1.0660
3ge7,3ge7_589,6.360,-2.2450
3ge7,3ge7_590,6.780,5.5370
3ge7,3ge7_594,7.070,-6.9550
3ge7,3ge7_598,5.910,0.0540
3ge7,3ge7_599,5.770,2.7220
3ge7,3ge7_600,7.650,-9.1450
3ge7,3ge7_637,4.500,2.5410
3ge7,3ge7_638,4.210,-6.1300
3ge7,3ge7_470,2.550,-6.7950
3ge7,3ge7_480,3.480,-6.1080
3ge7,3ge7_485,1.650,-6.8940
3ge7,3ge7_488,1.700,0.3220
3ge7,3ge7_490,5.840,-3.3270
3ge7,3ge7_491,1.560,-15.9330
3ge7,3ge7_498,6.310,2.2170
3ge7,3ge7_523,4.940,-0.9870
3ge7,3ge7_641,2.760,-9.6320
3ge7,3ge7_644,1.720,-11.2690
3ge7,3ge7_651,2.060,-12.4660
3ge7,3ge7_655,5.680,-1.4820
3ge7,3ge7_658,4.500,-0.6000
3ge7,3ge7_659,3.340,-1.3820
3ge7,3ge7_666,3.670,-11.4950
3ge7,3ge7_667,6.630,-1.6420
3ge7,3ge7_674,7.000,-3.1990
3ge7,3ge7_676,2.840,-8.1180
3ge7,3ge7_683,2.740,-29.5000
3ge7,3ge7_684,2.270,-15.6850
3ge7,3ge7_685,5.980,-6.2580
3ge7,3ge7_688,2.860,-11.0670
3ge7,3ge7_717,0.780,8.8360
3ge7,3ge7_718,1.000,6.8510
3gv9,3gv9_491,0.920,-1.7120
3gv9,3gv9_505,5.170,3.6130
3gv9,3gv9_509,2.470,2.6220
3gv9,3gv9_537,2.040,-0.5570
3gv9,3gv9_540,3.640,1.9290
3gv9,3gv9_545,4.830,-5.5580
3gv9,3gv9_556,5.900,0.1780
3gv9,3gv9_559,4.170,2.6910
3gy4,3gy4_557,2.770,2.5440
3gy4,3gy4_561,3.650,-1.5660
3gy4,3gy4_565,1.620,0.5940
3gy4,3gy4_570,4.140,-0.1130
3gy4,3gy4_573,4.730,2.9470
3gy4,3gy4_590,3.220,-1.8360
3gy4,3gy4_591,3.460,-1.1640
3gy4,3gy4_593,4.110,0.2920
3gv9,3gv9_604,5.680,-1.1390
3gv9,3gv9_605,5.200,-3.9430
3gv9,3gv9_62,2.460,4.3750
3gv9,3gv9_623,5.070,-5.1800
3gv9,3gv9_626,1.980,1.4600
3gv9,3gv9_630,4.460,-4.3850
3gv9,3gv9_639,1.330,0.8550
3gv9,3gv9_642,4.600,-0.4100
3gv9,3gv9_658,3.240,-3.6500
3gv9,3gv9_660,2.010,2.5250
3gv9,3gv9_661,3.940,-5.3120
3gv9,3gv9_670,3.920,-2.3950
3gv9,3gv9_674,4.380,3.3560
3gv9,3gv9_685,5.150,0.0430
3gv9,3gv9_688,5.900,-4.1350
3gv9,3gv9_697,1.170,2.3400
3gv9,3gv9_7,0.590,4.1820
3gv9,3gv9_700,4.610,2.2400
3gv9,3gv9_756,2.870,1.3050
3gv9,3gv9_759,5.050,2.4970
3gv9,3gv9_76,1.260,3.6680
3gv9,3gv9_760,2.360,1.5870
3gv9,3gv9_761,1.230,3.3650
3gv9,3gv9_765,6.800,-0.4290
3gv9,3gv9_561,5.700,1.2920
3gv9,3gv9_563,4.600,-0.7680
3gv9,3gv9_564,6.620,1.6570
3gv9,3gv9_565,4.820,-0.9130
3gv9,3gv9_579,1.800,-1.7190
3gv9,3gv9_59,0.590,4.2050
3gv9,3gv9_592,6.210,-1.3270
3gv9,3gv9_6,0.600,4.2700
3gy4,3gy4_496,1.880,4.4420
3gy4,3gy4_497,1.380,-1.6400
3gy4,3gy4_517,3.160,-4.9240
3gy4,3gy4_525,1.020,-1.4210
3gy4,3gy4_528,4.000,2.7210
3gy4,3gy4_531,4.050,3.1700
3gy4,3gy4_54,0.680,5.6760
3gy4,3gy4_550,4.170,1.2650
3gv9,3gv9_858,4.470,2.9470
3gv9,3gv9_875,5.970,0.2600
3gv9,3gv9_96,3.810,3.0370
3gv9,3gv9_98,6.650,3.1050
3gv9,3gv9_990,6.010,0.0840
3gy4,3gy4_121,2.800,5.2880
3gy4,3gy4_14,0.640,4.8580
3gy4,3gy4_184,0.340,5.1340
3gy4,3gy4_596,2.810,0.6370
3gy4,3gy4_598,3.090,1.1850
3gy4,3gy4_599,3.100,3.5250
3gy4,3gy4_633,2.330,-1.0620
3gy4,3gy4_638,2.560,-2.0600
3gy4,3gy4_643,2.470,-1.0290
3gy4,3gy4_648,1.550,-10.5530
3gy4,3gy4_669,1.320,-2.1040
3gy4,3gy4_236,0.630,1.9490
3gy4,3gy4_251,1.050,1.7240
3gy4,3gy4_259,2.450,2.0480
3gy4,3gy4_269,0.620,2.2000
3gy4,3gy4_284,0.900,2.9390
3gy4,3gy4_39,0.500,5.7500
3gy4,3gy4_413,2.580,3.3700
3gy4,3gy4_415,2.670,1.1290
3gv9,3gv9_767,7.390,2.9650
3gv9,3gv9_786,3.280,1.2050
3gv9,3gv9_810,6.140,-2.3020
3gv9,3gv9_826,1.760,3.7300
3gv9,3gv9_83,1.020,3.5440
3gv9,3gv9_835,1.860,0.9080
3gv9,3gv9_84,0.860,4.4720
3gv9,3gv9_85,0.700,3.5890
3gy4,3gy4_423,3.030,-4.6970
3gy4,3gy4_424,0.810,3.3890
3gy4,3gy4_430,0.950,3.4550
3gy4,3gy4_437,1.300,-0.5510
3gy4,3gy4_452,1.580,-1.8330
3gy4,3gy4_460,0.900,3.0510
3gy4,3gy4_466,2.650,-1.4230
3gy4,3gy4_483,3.070,-12.0660
3ge7,3ge7_791,1.300,7.8440
3ge7,3ge7_794,1.030,7.2160
3ge7,3ge7_795,0.990,7.5960
3ge7,3ge7_824,0.330,8.7130
3ge7,3ge7_895,0.910,9.1450
3ge7,3ge7_898,0.690,7.7990
3gnw,3gnw_134,3.550,7.2580
3gnw,3gnw_136,4.150,8.1050
3gnw,3gnw_965,0.710,10.1600
3gnw,3gnw_982,0.850,10.1470
3gr2,3gr2_102,8.600,5.1550
3gr2,3gr2_118,8.070,2.6170
3gr2,3gr2_12,4.920,2.3060
3gr2,3gr2_122,5.420,4.0720
3gr2,3gr2_132,7.320,3.7290
3gr2,3gr2_151,7.870,4.4480
3jvr,3jvr_446,2.090,-16.5810
3jvr,3jvr_451,3.780,-3.4610
3jvr,3jvr_452,4.610,-7.4040
3jvr,3jvr_457,7.720,-2.4560
3jvr,3jvr_459,4.230,-8.6740
3jvr,3jvr_464,5.660,-10.1080
3jvr,3jvr_468,5.480,-0.7240
3jvr,3jvr_470,4.090,-6.8230
3jvr,3jvr_34,9.180,4.2990
3jvr,3jvr_349,5.670,5.0580
3jvr,3jvr_355,6.440,4.2520
3jvr,3jvr_394,6.850,4.3590
3jvr,3jvr_404,5.860,-2.0960
3jvr,3jvr_435,6.560,-2.8040
3jvr,3jvr_441,2.620,-13.7080
3jvr,3jvr_444,1.990,-3.5100
3jvr,3jvr_471,5.370,-0.7440
3jvr,3jvr_478,1.440,-3.5270
3jvr,3jvr_484,4.510,-5.4500
3jvr,3jvr_486,1.780,-6.7270
3jvr,3jvr_500,4.890,-5.2780
3jvr,3jvr_505,2.290,-1.0150
3jvr,3jvr_509,1.740,-0.0520
3jvr,3jvr_515,2.150,0.3360
3jvr,3jvr_699,2.070,-3.7780
3jvr,3jvr_703,0.430,5.4010
3jvr,3jvr_716,0.990,5.1910
3jvr,3jvr_726,0.850,4.6970
3jvr,3jvr_732,0.910,4.5980
3jvr,3jvr_739,2.630,0.7290
3jvr,3jvr_740,3.650,3.3260
3jvr,3jvr_742,2.400,4.4330
3gy4,3gy4_685,1.940,-2.7960
3gy4,3gy4_686,3.100,1.2820
3ivg,3ivg_10,1.580,8.5920
3ivg,3ivg_107,6.360,6.9840
3ivg,3ivg_108,5.410,8.0430
3ivg,3ivg_14,1.660,7.7150
3ivg,3ivg_150,6.210,6.5890
3ivg,3ivg_161,6.610,5.6200
3jvr,3jvr_154,9.120,0.5310
3jvr,3jvr_162,9.090,4.1070
3jvr,3jvr_168,9.430,4.1070
3jvr,3jvr_171,9.570,1.9110
3jvr,3jvr_187,7.350,3.6400
3jvr,3jvr_195,8.650,3.0710
3jvr,3jvr_210,7.290,2.8580
3jvr,3jvr_225,8.480,1.9670
3jvr,3jvr_590,4.430,-6.7450
3jvr,3jvr_592,7.650,2.0990
3jvr,3jvr_596,2.160,-1.6220
3jvr,3jvr_600,6.790,3.1830
3jvr,3jvr_603,1.310,-4.0950
3jvr,3jvr_604,4.520,-4.0140
3jvr,3jvr_610,6.850,-0.6820
3jvr,3jvr_623,9.580,-2.7540
3jvr,3jvr_627,3.910,-0.9120
3jvr,3jvr_647,2.250,-0.0110
3jvr,3jvr_650,7.430,1.1770
3jvr,3jvr_662,6.910,0.1930
3jvr,3jvr_673,1.680,-6.3940
3jvr,3jvr_688,1.760,-9.8080
3jvr,3jvr_689,4.400,-3.2520
3jvr,3jvr_697,7.410,-1.8570
3jvr,3jvr_229,6.000,2.2160
3jvr,3jvr_246,7.040,3.8100
3jvr,3jvr_275,8.970,3.9620
3jvr,3jvr_290,8.610,1.3700
3jvr,3jvr_297,8.500,3.9940
3jvr,3jvr_329,9.540,3.5130
3jvr,3jvr_330,9.120,2.0240
3jvr,3jvr_332,9.450,4.0840
3jvr,3jvr_523,5.120,-1.4010
3jvr,3jvr_550,8.990,0.7690
3jvr,3jvr_554,5.840,-2.1690
3jvr,3jvr_562,4.650,1.7150
3jvr,3jvr_567,3.180,-7.2050
3jvr,3jvr_579,5.060,-0.7440
3jvr,3jvr_580,2.060,-6.8030
3jvr,3jvr_589,6.500,-4.0890
3jvr,3jvr_750,6.830,3.2190
3jvr,3jvr_752,6.850,3.9690
3jvr,3jvr_755,0.470,5.5070
3jvr,3jvr_782,1.260,3.7030
3jvr,3jvr_79,9.180,3.3040
3jvr,3jvr_8,8.590,3.8620
3jvr,3jvr_814,1.690,1.8180
3jvr,3jvr_819,1.510,2.6460
3jvr,3jvr_82,8.340,3.6550
3jvr,3jvr_822,4.680,1.0350
3jvr,3jvr_826,7.070,3.7710
3jvr,3jvr_827,6.170,2.7610
3jvr,3jvr_828,7.300,-0.4160
3jvr,3jvr_831,7.760,2.1240
3jvr,3jvr_836,3.650,3.3260
3jvr,3jvr_870,0.600,5.2480
3jvr,3jvr_884,0.880,5.8500
3jvr,3jvr_890,0.740,5.3220
3jvr,3jvr_893,0.680,5.7490
3jvr,3jvr_923,0.710,4.9950
3jvr,3jvr_932,5.270,5.2080
3jvr,3jvr_99,8.030,2.2210
3jvs,3jvs_206,2.850,1.8240
3jvs,3jvs_226,3.100,1.0910
3ivg,3ivg_497,2.000,-6.7650
3ivg,3ivg_518,4.790,-0.1790
3ivg,3ivg_531,5.080,-2.4370
3ivg,3ivg_542,7.020,1.2250
3ivg,3ivg_545,2.890,-3.0310
3ivg,3ivg_548,3.420,2.6380
3ivg,3ivg_55,7.590,5.4730
3ivg,3ivg_550,4.400,-2.5410
3ivg,3ivg_44,6.120,6.7920
3ivg,3ivg_440,2.660,-6.3550
3ivg,3ivg_45,6.900,6.5440
3ivg,3ivg_471,2.730,-10.3840
3ivg,3ivg_479,3.440,-9.6650
3ivg,3ivg_48,6.210,7.3740
3ivg,3ivg_483,1.980,-3.0620
3ivg,3ivg_494,5.930,-3.9400
3ivg,3ivg_573,5.950,2.2900
3ivg,3ivg_590,3.120,0.9850
3ivg,3ivg_60,5.290,7.6110
3ivg,3ivg_608,4.810,-2.7340
3ivg,3ivg_624,7.380,-2.1840
3ivg,3ivg_635,7.290,-4.8030
3ivg,3ivg_640,6.660,-2.7060
3ivg,3ivg_659,3.670,-6.2740
3ivg,3ivg_209,0.970,7.4470
3ivg,3ivg_218,0.910,5.7280
3ivg,3ivg_236,2.090,1.3820
3ivg,3ivg_250,0.820,6.4670
3ivg,3ivg_252,0.800,7.4720
3ivg,3ivg_253,1.010,5.8320
3ivg,3ivg_255,0.830,6.3230
3ivg,3ivg_262,1.830,5.5080
3ivg,3ivg_275,0.930,6.5800
3ivg,3ivg_276,1.050,6.0790
3ivg,3ivg_291,7.380,3.5620
3ivg,3ivg_313,4.040,7.5850
3ivg,3ivg_330,3.900,7.3740
3ivg,3ivg_40,7.250,6.4140
3ivg,3ivg_410,3.390,-7.5700
3ivg,3ivg_438,2.240,-12.5190
3jya,3jya_179,0.940,5.9660
3jya,3jya_20,1.000,6.9120
3jya,3jya_238,0.600,7.1980
3jya,3jya_285,0.980,6.6390
3jya,3jya_315,0.830,7.3140
3jya,3jya_324,1.220,7.2330
3jya,3jya_402,3.780,1.9610
3jya,3jya_403,4.250,5.0430
3jya,3jya_405,2.100,4.8980
3jya,3jya_408,2.270,5.7410
3jya,3jya_413,1.380,6.6810
3jya,3jya_418,3.110,4.6600
3jya,3jya_420,1.000,6.9540
3jya,3jya_425,2.990,5.3310
3jya,3jya_428,2.020,6.7790
3jya,3jya_435,4.120,7.2160
3ivg,3ivg_952,8.850,4.7490
3ivg,3ivg_954,5.150,4.9850
3ivg,3ivg_961,8.910,4.3160
3ivg,3ivg_98,5.900,6.6500
3ivg,3ivg_983,9.270,3.0920
3ivg,3ivg_989,4.600,4.9100
3ivg,3ivg_993,1.160,6.7480
3jvr,3jvr_137,8.980,4.0750
3ivg,3ivg_899,8.900,3.2030
3ivg,3ivg_9,1.320,8.9400
3ivg,3ivg_91,4.300,7.7340
3ivg,3ivg_915,9.920,3.5810
3ivg,3ivg_924,6.350,3.9130
3ivg,3ivg_926,5.050,4.1200
3ivg,3ivg_940,7.310,4.0450
3ivg,3ivg_946,5.860,5.3400
3jya,3jya_440,1.440,5.7810
3jya,3jya_449,0.990,6.0900
3jya,3jya_455,3.670,6.3940
3jya,3jya_457,1.580,3.8100
3jya,3jya_459,1.420,6.7570
3jya,3jya_469,2.770,4.8030
3jya,3jya_470,3.860,7.2170
3jya,3jya_471,1.040,3.2390
3ivg,3ivg_733,2.260,6.6030
3ivg,3ivg_753,4.740,5.2420
3ivg,3ivg_761,2.150,6.6120
3ivg,3ivg_769,4.780,5.8640
3ivg,3ivg_770,2.590,3.9010
3ivg,3ivg_776,7.940,3.9980
3ivg,3ivg_779,3.350,2.2400
3ivg,3ivg_788,8.660,4.1210
3ivg,3ivg_699,5.060,-9.9830
3ivg,3ivg_701,3.750,6.5800
3ivg,3ivg_703,3.700,4.9130
3ivg,3ivg_705,0.960,7.5130
3ivg,3ivg_706,0.670,7.5960
3ivg,3ivg_710,7.520,2.9120
3ivg,3ivg_713,0.710,7.7480
3ivg,3ivg_731,2.950,7.5530
3ivg,3ivg_793,6.110,3.4120
3ivg,3ivg_794,7.310,2.2430
3ivg,3ivg_80,1.820,7.5220
3ivg,3ivg_837,2.780,3.5440
3ivg,3ivg_849,6.530,2.9620
3ivg,3ivg_860,3.930,5.1500
3ivg,3ivg_862,4.790,2.8280
3ivg,3ivg_866,4.830,0.8370
3jya,3jya_472,2.090,4.8700
3jya,3jya_475,3.120,1.0560
3jya,3jya_481,2.440,6.5520
3jya,3jya_490,0.850,6.0270
3jya,3jya_494,3.850,4.3980
3jya,3jya_506,4.350,6.6960
3jya,3jya_508,1.190,4.7870
3jya,3jya_518,4.200,5.5760
3gnw,3gnw_299,8.110,4.6270
3gnw,3gnw_302,2.350,7.9110
3gnw,3gnw_310,9.620,7.6560
3gnw,3gnw_315,2.190,7.5470
3gnw,3gnw_316,7.210,8.0420
3gnw,3gnw_322,6.740,6.5730
3gnw,3gnw_323,6.030,7.8010
3gnw,3gnw_325,5.330,8.1700
3gnw,3gnw_225,9.160,6.2570
3gnw,3gnw_226,9.990,2.7620
3gnw,3gnw_236,4.990,5.5310
3gnw,3gnw_241,7.390,5.3490
3gnw,3gnw_254,1.250,10.6340
3gnw,3gnw_259,5.400,4.8240
3gnw,3gnw_261,6.370,5.8060
3gnw,3gnw_266,8.060,7.9350
3gnw,3gnw_155,5.150,7.6980
3gnw,3gnw_179,6.010,8.0420
3gnw,3gnw_201,4.900,-0.7320
3gnw,3gnw_205,7.080,3.8620
3gnw,3gnw_216,5.350,7.1400
3gnw,3gnw_218,5.750,2.3520
3gnw,3gnw_219,9.690,4.4460
3gnw,3gnw_220,7.900,6.9550
3gnw,3gnw_271,5.250,2.3320
3gnw,3gnw_273,9.070,5.2540
3gnw,3gnw_276,4.830,6.0350
3gnw,3gnw_277,8.850,7.0520
3gnw,3gnw_278,5.320,5.6100
3gnw,3gnw_279,9.430,5.3090
3gnw,3gnw_284,9.650,4.8640
3gnw,3gnw_294,0.710,9.3600
3gnw,3gnw_516,2.930,-16.2310
3gnw,3gnw_527,4.890,-10.2400
3gnw,3gnw_535,8.130,-5.1690
3gnw,3gnw_545,7.970,-0.9480
3gnw,3gnw_549,8.450,2.3230
3gnw,3gnw_552,7.720,5.4590
3gnw,3gnw_555,3.870,-11.0970
3gnw,3gnw_569,9.680,-1.0460
3gnw,3gnw_417,4.550,-18.6070
3gnw,3gnw_423,4.080,-13.7680
3gnw,3gnw_440,3.940,-8.3540
3gnw,3gnw_448,2.940,-4.7600
3gnw,3gnw_463,4.710,-6.7260
3gnw,3gnw_49,6.210,9.2110
3gnw,3gnw_493,2.980,-20.6810
3gnw,3gnw_498,5.170,-16.9150
3jya,3jya_531,4.670,5.6540
3jya,3jya_538,2.070,5.9270
3jya,3jya_544,0.570,6.8420
3jya,3jya_553,1.800,6.8200
3jya,3jya_570,5.030,6.4530
3jya,3jya_572,3.680,5.4880
3jya,3jya_584,3.390,5.2560
3jya,3jya_594,3.840,2.8480
3gnw,3gnw_335,8.130,7.2340
3gnw,3gnw_337,6.900,8.6660
3gnw,3gnw_343,8.190,8.1260
3gnw,3gnw_381,6.490,7.8320
3gnw,3gnw_387,6.600,8.1620
3gnw,3gnw_402,3.650,1.9720
3gnw,3gnw_41,4.940,7.9930
3gnw,3gnw_411,3.970,-16.7410
3jya,3jya_647,5.130,4.4910
3jya,3jya_649,2.690,5.1380
3jya,3jya_690,2.000,1.9610
3jya,3jya_700,4.350,4.0220
3jya,3jya_712,7.250,1.8690
3jya,3jya_730,7.400,2.8950
3jya,3jya_734,4.240,-1.5360
3jya,3jya_735,6.310,3.1170
3jvs,3jvs_229,3.000,0.4310
3jvs,3jvs_234,7.000,0.4320
3jvs,3jvs_235,3.060,-0.1690
3jvs,3jvs_246,3.380,2.8940
3jvs,3jvs_253,2.630,2.1900
3jvs,3jvs_269,7.060,-0.3090
3jvs,3jvs_275,4.670,1.9150
3jvs,3jvs_299,7.560,3.4540
3jvs,3jvs_377,9.000,4.5390
3jvs,3jvs_405,1.690,-13.0880
3jvs,3jvs_411,1.960,-4.2550
3jvs,3jvs_419,3.100,-1.0490
3jvs,3jvs_424,2.600,-12.2320
3jvs,3jvs_426,4.540,-6.0190
3jvs,3jvs_435,2.380,-0.4820
3jvs,3jvs_441,3.250,-8.1110
3jvs,3jvs_443,7.630,-7.0500
3jvs,3jvs_449,1.870,-20.6030
3jvs,3jvs_454,4.280,-5.5880
3jvs,3jvs_467,4.560,-13.4010
3jvs,3jvs_469,7.460,-20.4650
3jvs,3jvs_483,2.170,-5.0880
3jvs,3jvs_489,6.840,-3.4060
3jvs,3jvs_490,7.800,-12.6670
3jvs,3jvs_492,5.320,-7.1590
3jvs,3jvs_502,1.750,1.3770
3jvs,3jvs_513,1.550,-0.7060
3jvs,3jvs_524,2.360,0.6300
3jvs,3jvs_546,6.200,-0.8930
3jvs,3jvs_555,3.120,-2.8550
3jvs,3jvs_56,8.410,-151.4750
3jvs,3jvs_583,4.190,4.3910
3jvs,3jvs_698,8.620,0.2220
3jvs,3jvs_703,1.450,5.4720
3jvs,3jvs_707,2.870,2.1960
3jvs,3jvs_740,9.130,3.3630
3jvs,3jvs_742,9.320,4.9620
3jvs,3jvs_758,8.870,3.6660
3jvs,3jvs_762,8.840,2.4120
3jvs,3jvs_769,9.810,4.7480
3jvs,3jvs_640,6.860,0.9470
3jvs,3jvs_642,5.580,-7.6750
3jvs,3jvs_651,5.920,0.6940
3jvs,3jvs_658,8.670,0.5030
3jvs,3jvs_666,7.060,0.3780
3jvs,3jvs_680,6.660,-7.1230
3jvs,3jvs_688,7.410,-1.6160
3jvs,3jvs_694,3.540,1.2080
3jvs,3jvs_587,4.620,0.9600
3jvs,3jvs_593,6.580,-4.1410
3jvs,3jvs_613,8.090,-0.3610
3jvs,3jvs_614,1.610,-5.1590
3jvs,3jvs_616,1.980,-5.6740
3jvs,3jvs_617,4.690,2.5380
3jvs,3jvs_623,5.610,0.4510
3jvs,3jvs_626,5.200,-5.5890
3jya,3jya_736,4.380,1.7430
3jya,3jya_741,6.400,0.7520
3jya,3jya_742,5.070,4.4300
3jya,3jya_744,5.110,2.3770
3jya,3jya_748,5.890,4.2630
3jya,3jya_750,6.100,3.8930
3jya,3jya_752,5.790,2.0900
3jya,3jya_755,5.740,3.8370
3jvs,3jvs_897,0.840,5.5490
3jvs,3jvs_9,6.890,4.5270
3jvs,3jvs_904,1.300,3.0140
3jvs,3jvs_916,2.120,5.9990
3jvs,3jvs_957,2.470,3.1740
3jvs,3jvs_963,6.820,-0.1190
3jvs,3jvs_973,3.240,4.1640
3jya,3jya_125,0.990,6.1700
3jvs,3jvs_785,3.400,3.1460
3jvs,3jvs_800,6.990,3.5320
3jvs,3jvs_804,5.100,4.9530
3jvs,3jvs_806,3.060,4.3390
3jvs,3jvs_812,7.050,3.9640
3jvs,3jvs_815,4.960,2.4500
3jvs,3jvs_817,9.830,5.6370
3jvs,3jvs_82,7.280,5.6460
3jvs,3jvs_822,5.110,1.8850
3jvs,3jvs_824,9.610,3.6590
3jvs,3jvs_830,6.510,3.8860
3jvs,3jvs_831,9.960,3.1490
3jvs,3jvs_832,4.170,1.7240
3jvs,3jvs_838,8.630,2.9740
3jvs,3jvs_840,7.140,4.7950
3jvs,3jvs_846,9.050,4.9870
3jvs,3jvs_847,9.920,2.7790
3jvs,3jvs_856,4.800,3.0500
3jvs,3jvs_860,9.090,5.2400
3jvs,3jvs_867,8.950,5.2260
3jvs,3jvs_868,9.990,6.0700
3jvs,3jvs_869,8.630,4.5940
3jvs,3jvs_884,0.980,3.8300
3jvs,3jvs_895,1.840,7.1360
3kgp,3kgp_524,5.270,2.3380
3kgp,3kgp_528,3.470,0.2200
3kgp,3kgp_532,3.130,2.1800
3kgp,3kgp_533,3.530,-0.7920
3kgp,3kgp_541,1.910,1.2420
3kgp,3kgp_547,5.480,-1.0580
3kgp,3kgp_551,5.250,-4.9880
3kgp,3kgp_568,3.980,1.2250
3jya,3jya_756,8.690,0.4820
3jya,3jya_758,6.790,3.3400
3jya,3jya_761,4.790,3.0390
3jya,3jya_764,8.090,3.4480
3jya,3jya_765,7.480,2.6380
3jya,3jya_766,7.340,2.3570
3jya,3jya_767,7.930,3.1740
3jya,3jya_771,7.840,3.5360
3kgp,3kgp_783,4.510,2.2650
3kgp,3kgp_784,6.090,1.6470
3kgp,3kgp_785,6.040,1.5700
3kgp,3kgp_786,6.070,1.5630
3kgp,3kgp_787,4.580,1.1750
3kgp,3kgp_788,6.110,1.5530
3kgp,3kgp_789,6.070,1.5280
3kgp,3kgp_790,4.150,2.0570
3kgp,3kgp_573,5.010,-1.5270
3kgp,3kgp_574,2.530,-2.8180
3kgp,3kgp_591,3.440,2.8030
3kgp,3kgp_596,3.180,-2.0180
3kgp,3kgp_600,5.590,1.2480
3kgp,3kgp_610,3.240,-2.0630
3kgp,3kgp_657,1.860,0.1900
3kgp,3kgp_661,0.950,2.0080
3kgp,3kgp_431,1.680,-0.1960
3kgp,3kgp_434,2.810,-0.6870
3kgp,3kgp_457,2.350,-6.8260
3kgp,3kgp_465,2.540,-4.2960
